;id;day;airline;destination;dest_region;dest_size;boarding_area;dept_time;wait_min;no_pass;cleanliness;safety;satisfaction
1387;3174;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;29.9999999999999;231;Clean;Somewhat safe;1
1388;851;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;Hub;Gates 50-59;31.12.2018;130.0;271;Clean;Very safe;1
1389;2435;Tuesday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;20.000000000000103;138;Clean;Very safe;1
1390;1524;Wednesday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;105.0;104;Somewhat clean;Somewhat safe;1
1391;1193;Tuesday;SOUTHWEST;LAS VEGAS;West US;    Hub;Gates 20-39;31.12.2018;140.0;279;Average;Very safe;0
1392;3094;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;31.12.2018;113.0;247;Somewhat clean;Somewhat safe;1
1393;1845;Monday;TURKISH AIRLINES;ISTANBUL;middle east;Hub     ;Gates 91-102;31.12.2018;135.0;269;Average;Somewhat safe;1
1395;2534;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;255.0;173;Clean;Very safe;1
1396;725;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;    Hub;Gates 1-12;31.12.2018;215.0;180;Clean;Somewhat safe;0
1397;286;Thursday;UNITED;NASHVILLE;Midwest US;    Medium;Gates 70-90;31.12.2018;70.0000000000001;181;Clean;Very safe;0
1399;2307;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;150.0;123;Somewhat clean;Somewhat safe;1
1400;2178;Saturday;CHINA EASTERN;QINGDAO;Asia;Large;Gates 1-12;31.12.2018;100.0;167;Clean;Very safe;1
1401;670;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;Hub     ;Gates 1-12;31.12.2018;200.0;230;Somewhat clean;Somewhat safe;0
1402;1641;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;110.0;212;Clean;Very safe;1
1403;1677;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;140.0;170;Somewhat clean;Somewhat safe;1
1404;2598;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;80.0;173;Clean;Very safe;1
1405;1612;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;230.0;105;Somewhat clean;Neutral;0
1406;2376;Tuesday;JETBLUE;FT. LAUDERDALE;East US;Large;Gates 1-12;31.12.2018;121.0;224;Somewhat clean;Somewhat safe;1
1407;1614;Thursday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;125.0;192;Somewhat clean;Neutral;1
1408;2085;Friday;JETBLUE;LONG BEACH;West US;Small;Gates 1-12;31.12.2018;79.0;157;Somewhat clean;Very safe;1
1409;2429;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;160.0;129;Somewhat clean;Somewhat safe;1
1410;2702;Friday;UNITED;ORLANDO;East US;Hub;Gates 70-90;31.12.2018;302.0;214;Average;Neutral;1
1411;551;Thursday;EMIRATES;DUBAI;middle east;    Hub;Gates 1-12;31.12.2018;225.0;100;Somewhat clean;Very safe;1
1412;1735;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;120.0;139;Clean;Very safe;1
1413;1009;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;94.99999999999979;135;Clean;Very safe;1
1414;432;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;215.0;119;Somewhat clean;Neutral;1
1416;455;Sunday;ALASKA;LAS VEGAS;West US;Hub;Gates 50-59;31.12.2018;105.0;187;Clean;Very safe;1
1417;498;Sunday;ALASKA;PORTLAND;West US;    Medium;Gates 50-59;31.12.2018;118.0;214;Average;Somewhat safe;0
1418;785;Thursday;UNITED INTL;SAN JOSE DEL CABO;Canada/Mexico;Small;Gates 91-102;31.12.2018;90.0;129;Somewhat clean;Somewhat safe;1
1419;1682;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;125.0;125;Clean;Very safe;1
1420;3262;Tuesday;UNITED;SAN DIEGO;West US;    Medium;Gates 70-90;31.12.2018;180.0;160;Average;Neutral;0
1421;2826;Tuesday;UNITED;BURBANK;West US;Small;Gates 70-90;31.12.2018;78.0;245;Clean;Very safe;1
1422;322;Thursday;UNITED;BURBANK;West US;Small     ;Gates 70-90;31.12.2018;130.0;187;Somewhat clean;Very safe;1
1423;410;Sunday;UNITED;HOUSTON-BUSH;Midwest US;Hub;Gates 70-90;31.12.2018;362.0;114;Clean;Very safe;1
1424;3154;Thursday;DELTA;SALT LAKE CITY;West US;Medium;Gates 40-48;31.12.2018;105.0;274;Somewhat clean;Very safe;0
1425;1377;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;31.12.2018;145.0;213;Somewhat clean;Somewhat safe;0
1426;2357;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;69.9999999999999;201;Somewhat clean;Somewhat safe;0
1427;800;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;130.0;142;Clean;Very safe;1
1428;2668;Friday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 60-69;31.12.2018;210.0;140;Average;Somewhat safe;1
1429;2080;Thursday;AMERICAN;PHILADELPHIA;East US;Large;Gates 50-59;31.12.2018;122.0;206;Somewhat clean;Somewhat safe;1
1430;1146;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;70.0000000000001;130;Clean;Somewhat safe;1
1431;638;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;140.0;229;Average;Very safe;1
1432;681;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;eur;    Hub;Gates 1-12;31.12.2018;125.0;136;Average;Neutral;1
1434;398;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;31.12.2018;100.0;237;Clean;Very safe;1
1435;247;Thursday;UNITED;NASHVILLE;Midwest US;Medium;Gates 70-90;31.12.2018;100.0;166;Somewhat clean;Somewhat safe;1
1436;2995;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;60.0;143;Somewhat clean;Very safe;1
1437;2363;Wednesday;UNITED;AUSTIN;Midwest US;    Medium;Gates 70-90;31.12.2018;90.0;139;Average;Very safe;0
1438;3054;Tuesday;AMERICAN;MIAMI;East US;Hub;Gates 50-59;31.12.2018;155.0;188;Clean;Very safe;1
1439;435;Sunday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;395.0;188;Average;Somewhat safe;0
1440;1517;Wednesday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;90.0;222;Somewhat clean;Very safe;1
1441;1678;Saturday;CATHAY PACIFIC;HONG KONG;Asia;    Hub;Gates 1-12;31.12.2018;140.0;242;Somewhat dirty;Neutral;0
1442;1533;Wednesday;ALASKA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;65.0;288;Somewhat clean;Very safe;1
1443;2019;Wednesday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;180.0;242;Clean;Very safe;1
1444;511;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;118.0;144;Somewhat clean;Very safe;1
1445;1428;Wednesday;UNITED;LAS VEGAS;West US;    Hub;Gates 60-69;31.12.2018;110.0;165;Somewhat dirty;Neutral;0
1446;2368;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;375.0;281;Somewhat clean;Very safe;1
1447;2835;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub     ;Gates 70-90;31.12.2018;100.0;238;Clean;Very safe;1
1448;3009;Wednesday;AMERICAN;MIAMI;East US;Hub;Gates 50-59;31.12.2018;838.0;157;Clean;Neutral;1
1449;2930;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;31.12.2018;255.0;229;Clean;Somewhat safe;1
1453;2448;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;87.0;178;Somewhat clean;Somewhat safe;1
1454;2687;Friday;UNITED;ORLANDO;East US;Hub;Gates 70-90;31.12.2018;107.0;180;Somewhat clean;Somewhat safe;1
1455;492;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;148.0;223;Clean;Somewhat safe;1
1456;979;Friday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;115.0;219;Average;Neutral;1
1457;3288;Wednesday;SOUTHWEST;DENVER;West US;Hub;Gates 20-39;31.12.2018;85.0;192;Somewhat clean;Somewhat safe;1
1458;2674;Saturday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;117.0;158;Somewhat clean;Somewhat safe;0
1459;2293;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;31.12.2018;225.0;138;Clean;Very safe;1
1461;1971;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;155.0;274;Somewhat clean;Very safe;1
1462;353;Friday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;105.0;103;Somewhat clean;Very safe;1
1463;2831;Tuesday;UNITED;BURBANK;West US;Small;Gates 70-90;31.12.2018;78.0;274;Somewhat clean;Somewhat safe;1
1464;1418;Wednesday;UNITED;LAS VEGAS;West US;Hub;Gates 60-69;31.12.2018;172.0;202;Somewhat clean;Somewhat safe;1
1466;1734;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;170.0;233;Somewhat clean;Somewhat safe;1
1467;3081;Sunday;COPA;PANAMA CITY;Central/South America;Medium;Gates 1-12;31.12.2018;133.0;211;Somewhat clean;Very safe;0
1468;2194;Thursday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;185.0;155;Somewhat clean;Very safe;0
1469;764;Sunday;ALASKA;NEW YORK-JFK;East US;Hub;Gates 50-59;31.12.2018;90.0;131;Somewhat clean;Neutral;1
1470;1473;Wednesday;AVIANCA;SAN SALVADOR;Central/South America;Small;Gates 1-12;31.12.2018;115.0;138;Somewhat clean;Neutral;1
1471;1497;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;01.01.2018;119.0;153;Somewhat clean;Somewhat safe;1
1472;1681;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;125.0;159;Clean;Very safe;1
1473;2603;Tuesday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;117.0;102;Clean;Very safe;1
1474;2742;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;150.0;154;Somewhat clean;Very safe;1
1475;2423;Wednesday;AIR NEW ZEALAND;AUCKLAND;Australia/New Zealand;Medium;Gates 91-102;31.12.2018;235.0;283;Clean;Very safe;1
1476;2830;Tuesday;UNITED;BURBANK;West US;Small;Gates 70-90;31.12.2018;73.0;272;Clean;Very safe;1
1477;915;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;180.0;167;Somewhat clean;Somewhat safe;1
1478;1991;Tuesday;UNITED;BALTIMORE;East US;Medium;Gates 60-69;31.12.2018;85.0000000000001;114;Somewhat clean;Very safe;1
1479;559;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;100.0;189;Somewhat clean;Very safe;1
1480;306;Thursday;UNITED;SAN DIEGO;West US;Medium;Gates 70-90;31.12.2018;122.0;168;Somewhat clean;Very safe;1
1482;1108;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;    Hub;Gates 40-48;31.12.2018;105.0;290;Average;Neutral;0
1483;1394;Tuesday;UNITED INTL;PARIS-DE GAULLE;Europe;Hub;Gates 91-102;31.12.2018;195.0;234;Somewhat clean;Somewhat safe;1
1484;1347;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;110.0;279;Somewhat clean;Very safe;1
1485;762;Thursday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;85.0;201;Clean;Somewhat safe;1
1486;223;Wednesday;AMERICAN;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;130.0;143;Somewhat clean;Somewhat safe;1
1487;1074;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;325.0;153;Somewhat clean;Very safe;1
1491;1558;Wednesday;DELTA;ATLANTA;EAST US;    Hub;Gates 40-48;31.12.2018;105.0;282;Somewhat clean;Very safe;1
1493;1468;Wednesday;AVIANCA;SAN SALVADOR;Central/South America;Small;Gates 1-12;31.12.2018;130.0;139;Somewhat clean;Somewhat safe;1
1494;1035;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;94.99999999999979;227;Average;Somewhat safe;1
1495;2456;Friday;UNITED;DENVER;West US;    Hub;Gates 70-90;31.12.2018;86.0;132;Average;Neutral;0
1496;3118;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;94.99999999999979;278;Average;Neutral;0
1497;2629;Tuesday;JETBLUE;NEW YORK-JFK;East US;Hub;Gates 1-12;31.12.2018;90.0;245;Average;Very safe;1
1498;393;Friday;ALASKA;INDIANAPOLIS;Midwest US;Medium;Gates 50-59;31.12.2018;160.0;250;Somewhat clean;Very safe;1
1499;1889;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;31.12.2018;120.0;170;Clean;Very safe;1
1500;1235;Thursday;CHINA EASTERN;SHANGHAI;Asia;    Hub;Gates 1-12;31.12.2018;130.0;254;Clean;Somewhat safe;0
1501;2061;Friday;UNITED;NEWARK;East US;Hub;Gates 70-90;31.12.2018;120.0;281;Somewhat clean;Somewhat safe;1
1502;2907;Thursday;DELTA;SEATTLE;West US;Hub;Gates 40-48;31.12.2018;90.0;177;Clean;Very safe;1
1504;438;Sunday;UNITED;INDIANAPOLIS;Midwest US;Medium;Gates 60-69;31.12.2018;82.9999999999999;254;Somewhat clean;Somewhat safe;1
1505;580;Thursday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;50.0;137;Clean;Very safe;1
1506;1892;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;31.12.2018;165.0;231;Clean;Somewhat safe;1
1507;491;Sunday;UNITED;DENVER;West US;Hub;Gates 70-90;31.12.2018;246.0;208;Average;Very safe;1
1508;3192;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;135.0;131;Somewhat clean;Very safe;1
1509;1579;Wednesday;UNITED INTL;HONG KONG;Asia;Hub     ;Gates 91-102;31.12.2018;180.0;249;Somewhat clean;Very safe;1
1510;1175;Thursday;DELTA;NEW YORK-JFK;East US;Hub;Gates 40-48;31.12.2018;140.0;183;Clean;Very safe;1
1511;1600;Wednesday;SINGAPORE AIRLINES;SINGAPORE;Asia;Hub;Gates 91-102;31.12.2018;210.0;142;Somewhat clean;Somewhat safe;0
1512;1904;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;115.0;249;Somewhat clean;Neutral;1
1513;1151;Tuesday;SOUTHWEST;LOS ANGELES;West US;Hub;Gates 20-39;31.12.2018;60.00000000000011;289;Clean;Very safe;1
1514;1895;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;175.0;257;Somewhat clean;Very safe;1
1515;2433;Tuesday;UNITED;HONOLULU;West US;Medium;Gates 70-90;31.12.2018;55.0;247;Clean;Very safe;1
1516;2706;Wednesday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;105.0;281;Clean;Somewhat safe;1
1517;1832;Sunday;ALASKA;RALEIGH-DURHAM;East US;Medium;Gates 50-59;31.12.2018;130.0;201;Clean;Very safe;1
1519;1645;Saturday;VIRGIN ATLANTIC;LONDON HEATHROW;Europe;Hub;Gates 1-12;31.12.2018;170.0;182;Somewhat clean;Somewhat safe;1
1520;2993;Thursday;UNITED;BALTIMORE;East US;Medium;Gates 70-90;31.12.2018;104.0;166;Somewhat dirty;Somewhat safe;0
1521;1433;Saturday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;160.0;154;Somewhat clean;Very safe;1
1522;3057;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;01.01.2018;335.0;155;Somewhat clean;Somewhat safe;1
1523;2928;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;31.12.2018;315.0;243;Somewhat clean;Neutral;1
1524;3134;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;215.0;116;Clean;Very safe;1
1525;2889;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;64.9999999999999;284;Somewhat clean;Somewhat safe;1
1526;2973;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;120.0;257;Somewhat clean;Very safe;1
1527;2197;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;210.0;282;Average;Very safe;1
1528;1703;Sunday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;150.0;103;Clean;Very safe;1
1529;385;Friday;ALASKA;LOS ANGELES;West US;Hub;Gates 50-59;31.12.2018;145.0;276;Somewhat clean;Somewhat safe;1
1530;872;Tuesday;AMERICAN;DALLAS-FT. WORTH;Midwest US;    Hub;Gates 50-59;31.12.2018;985.0;266;Average;Neutral;0
1531;593;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;102.0;120;Clean;Somewhat safe;1
1532;2225;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;300.0;231;Somewhat clean;Somewhat safe;0
1533;3083;Sunday;PHILIPPINE AIRLINES;MANILA;Asia;Medium;Gates 1-12;01.01.2018;185.0;282;Somewhat clean;Somewhat safe;1
1534;1357;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;185.0;119;Clean;Very safe;1
1535;610;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;162.0;279;Somewhat clean;Very safe;1
1536;1062;Friday;AIR CANADA;CALGARY;Canada/Mexico;Medium;Gates 91-102;31.12.2018;325.0;217;Somewhat clean;Very safe;1
1537;1901;Monday;LUFTHANSA;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;235.0;268;Clean;Somewhat safe;1
1538;1488;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;01.01.2018;179.0;203;Clean;Somewhat safe;1
1539;1102;Thursday;DELTA;MINNEAPOLIS-ST. PAUL;Midwest US;Hub;Gates 40-48;31.12.2018;150.0;136;Somewhat clean;Somewhat safe;1
1540;1578;Wednesday;DELTA;DETROIT;Midwest US;Large;Gates 40-48;31.12.2018;115.0;233;Clean;Neutral;1
1541;757;Thursday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;115.0;161;Clean;Very safe;0
1542;1774;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;145.0;207;Clean;Very safe;1
1544;1979;Friday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;185.0;143;Somewhat clean;Very safe;1
1545;2144;Wednesday;AIR CANADA;VANCOUVER;Canada/Mexico;Medium;Gates 91-102;31.12.2018;125.0;190;Average;Neutral;0
1546;279;Thursday;UNITED;BALTIMORE;EAST US;Medium     ;Gates 70-90;31.12.2018;644.0;269;Somewhat clean;Very safe;1
1547;2388;Wednesday;UNITED INTL;SYDNEY;Australia/New Zealand;Hub;Gates 91-102;31.12.2018;125.0;135;Somewhat clean;Somewhat safe;0
1548;2858;Tuesday;UNITED;SEATTLE;West US;Hub;Gates 70-90;31.12.2018;57.0;231;Average;Somewhat safe;0
1549;3072;Tuesday;UNITED;SPOKANE;West US;Small;Gates 70-90;31.12.2018;342.0;125;Somewhat clean;Very safe;1
1550;1331;Tuesday;UNITED INTL;KANSAI;Asia;Hub;Gates 91-102;31.12.2018;50.00000000000011;214;Somewhat clean;Neutral;1
1551;652;Tuesday;ALASKA;WASHINGTON DC-DULLES;East US;Medium;Gates 50-59;31.12.2018;185.0;252;Clean;Very safe;1
1552;2286;Wednesday;QANTAS;SYDNEY;Australia/New Zealand;Hub;Gates 1-12;31.12.2018;165.0;224;Somewhat clean;Somewhat safe;0
1553;268;Friday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;175.0;172;Somewhat clean;Very safe;1
1554;3158;Thursday;DELTA;SALT LAKE CITY;West US;    Medium;Gates 40-48;31.12.2018;45.0;124;Average;Somewhat safe;0
1555;3096;Sunday;ALASKA;NEWARK;East US;Hub;Gates 50-59;31.12.2018;245.0;206;Somewhat clean;Very safe;1
1556;1790;Saturday;UNITED;RALEIGH-DURHAM;East US;Medium;Gates 70-90;31.12.2018;110.0;279;Somewhat clean;Very safe;1
1557;2876;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;31.12.2018;300.0;173;Somewhat clean;Very safe;1
1558;1114;Tuesday;SOUTHWEST;SAN DIEGO;West US;Medium;Gates 20-39;31.12.2018;90.0;162;Somewhat clean;Somewhat safe;1
1559;1398;Tuesday;UNITED INTL;SHANGHAI;Asia;Hub;Gates 91-102;31.12.2018;100.0;221;Clean;Very safe;0
1560;3201;Tuesday;UNITED;ONTARIO (CALIF);West US;Small     ;Gates 70-90;31.12.2018;95.0;103;Clean;Somewhat safe;1
1561;2791;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;145.0;299;Somewhat clean;Somewhat safe;1
1563;655;Friday;UNITED INTL;MUNICH;Europe;Hub;Gates 91-102;31.12.2018;445.0;276;Somewhat clean;Very safe;1
1564;1536;Wednesday;AIR CHINA;BEIJING;Asia;Hub     ;Gates 91-102;31.12.2018;170.0;256;Somewhat clean;Neutral;0
1565;2563;Tuesday;UNITED;CHICAGO-O'HARE;Midwest US;Hub;Gates 60-69;31.12.2018;180.0;123;Somewhat clean;Very safe;1
1566;2787;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;31.12.2018;165.0;178;Somewhat clean;Very safe;1
1567;1727;Monday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;100.0;120;Somewhat dirty;Neutral;0
1568;2782;Thursday;DELTA;ATLANTA;East US;Hub;Gates 40-48;31.12.2018;135.0;209;Somewhat clean;Very safe;0
1569;1044;Friday;AIR CANADA;CALGARY;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;355.0;162;Clean;Very safe;1
1571;672;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;125.0;148;Average;Somewhat safe;0
1572;1856;Sunday;ALASKA;KAHULUI;West US;Small;Gates 50-59;31.12.2018;70.0000000000001;163;Somewhat clean;Very safe;1
1574;596;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;87.0;198;Clean;Very safe;1
1576;2168;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;213.0;242;Clean;Very safe;1
1578;871;Tuesday;ALASKA;SEATTLE;West US;Hub;Gates 50-59;31.12.2018;325.0;136;Clean;Very safe;1
1579;2880;Friday;EVA AIR;TAIPEI;Asia;Hub;Gates 91-102;31.12.2018;120.0;287;Somewhat clean;Very safe;1
1580;2228;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;225.0;176;Somewhat clean;Very safe;1
1581;3044;Tuesday;UNITED;PORTLAND;West US;Medium;Gates 70-90;31.12.2018;190.0;157;Average;Somewhat safe;0
1582;1860;Tuesday;UNITED;LOS ANGELES;West US;Hub;Gates 60-69;31.12.2018;84.9999999999999;271;Average;Somewhat safe;0
1583;1945;Tuesday;UNITED;BOSTON;East US;Large;Gates 70-90;31.12.2018;145.0;147;Somewhat clean;Very safe;1
1584;2573;Saturday;INTERJET;GUADALAJARA;Canada/Mexico;    Medium;Gates 1-12;31.12.2018;105.0;158;Clean;Very safe;1
1585;2238;Wednesday;AER LINGUS;DUBLIN;Europe;Large;Gates 91-102;31.12.2018;195.0;296;Somewhat clean;Neutral;0
1586;2786;Sunday;WOW;REYKJAVIK;Europe;Small;Gates 1-12;31.12.2018;265.0;226;Somewhat clean;Somewhat safe;1
1587;2148;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;115.0;148;Somewhat clean;Somewhat safe;1
1589;2335;Thursday;AMERICAN;CHICAGO-O'HARE;Midwest US;Hub;Gates 50-59;31.12.2018;119.0;205;Clean;Somewhat safe;1
1590;318;Thursday;UNITED;BURBANK;West US;Small     ;Gates 70-90;31.12.2018;250.0;261;Somewhat clean;Somewhat safe;1
1591;674;Thursday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;115.0;128;Clean;Somewhat safe;0
1592;495;Sunday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;118.0;220;Clean;Very safe;1
1593;3233;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;220.0;210;Clean;Very safe;1
1594;1941;Saturday;AIR FRANCE/KLM;PARIS-DE GAULLE;Europe;Hub;Gates 1-12;31.12.2018;155.0;165;Average;Somewhat safe;0
1595;1025;Friday;AIR CANADA;VANCOUVER;Canada/Mexico;    Medium;Gates 91-102;31.12.2018;155.0;242;Somewhat clean;Somewhat safe;0
1596;2968;Wednesday;AMERICAN;CHARLOTTE;East US;Hub;Gates 50-59;31.12.2018;60.00000000000011;207;Somewhat clean;Very unsafe;1
1597;3185;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;59.99999999999989;267;Somewhat clean;Very safe;1
1598;3222;Thursday;ALASKA;PORTLAND;West US;Medium;Gates 50-59;31.12.2018;130.0;281;Somewhat clean;Very safe;1
1600;1684;Saturday;CATHAY PACIFIC;HONG KONG;Asia;Hub;Gates 1-12;31.12.2018;275.0;243;Clean;Somewhat safe;1
1601;849;Tuesday;ALASKA;PORTLAND;West US;Medium     ;Gates 50-59;31.12.2018;112.0;224;Somewhat clean;Very safe;1
1602;9001;Wednesday;UNITED;AUSTIN;Midwest US;Medium;Gates 70-90;31.12.2018;135.0;102;Average;Very safe;0
1603;765;Thursday;AIR CANADA;TORONTO;Canada/Mexico;Hub;Gates 91-102;31.12.2018;130.0;104;Clean;Very safe;1
1604;2808;Thursday;DELTA;LOS ANGELES;West US;Hub;Gates 40-48;31.12.2018;190.0;250;Somewhat clean;Very safe;1
1605;2908;Friday;TURKISH AIRLINES;ISTANBUL;Middle East;Hub;Gates 91-102;31.12.2018;165.0;289;Average;Neutral;0
1607;612;Thursday;JETBLUE;BOSTON;East US;Large;Gates 1-12;31.12.2018;192.0;125;Clean;Very safe;1
1608;2127;Wednesday;FRONTIER;DENVER;West US;Hub;Gates 20-39;31.12.2018;153.0;180;Somewhat clean;Somewhat unsafe;1
